unique_id,ds,y,Open,High,Low,Close,Volume,SMA_7,SMA_30,RSI_14,MACD,BB_Width,Volume_Zscore,Pct_Change,log_return,log_return_lag1,log_return_lag2,rolling_vol_5,rolling_vol_20,trend_up,strong_momentum,range_20,pos_in_range,abs_return,intraday_range,ATR_14,SP500_Close,SP500_log_return,SP500_SMA_30,SP500_RSI_14,DXY_Close,DXY_Log_Return,VIX_Close,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA7,GPRD_MA30,direction_change,CPI,Unemployment_Rate,Fed_Funds_Rate,IPI,M2,M1,Consumer_Sentiment,1Y_Treasury_Rate,Housing_Starts,House_Price_Index,GDP_Quarterly,Net_Exports_GS,Balance_Trade
silver,2007-01-03,0.165,13.28,13.28,12.6,12.67,25560.0,12.82357143,13.33733333,25.28301887,-0.1235298079,2.465136059,1.706221103,-2.048705064,-0.0206998213,0.0,-0.0003864734348,0.2053624467,0.3271565252,0,0,1.97,0.1370558376,0.265,0.68,0.3871428571,1416.6,-0.001199336981,1410.844667,52.70516717,83.92,0.00238606651,12.04,76.7,101.95,42.52,90.71,94.25,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-04,-0.605,12.665,12.93,12.485,12.835,16760.0,12.85214286,13.3405,30.36363636,-0.1223828365,2.372753009,0.4724242202,1.302288871,0.01293881999,-0.0206998213,0.0,0.1924067947,0.3315561673,0,0,1.76,0.2471590909,0.165,0.445,0.3967857143,1418.34,0.001227539361,1411.416,55.13169846,84.32,0.004755120705,11.51,85.41,121.63,40.58,88.28,92.06,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-05,0.13,12.71,12.835,12.1,12.23,25690.0,12.78142857,13.312,24.09638554,-0.1683516441,2.441531875,1.53036659,-4.713673549,-0.04828386462,0.01293881999,-0.0206998213,0.3798684983,0.3644474354,0,0,2.06,0.06310679612,0.605,0.735,0.4385714286,1409.71,-0.006103164221,1411.723,47.60405257,84.63,0.003669728889,12.14,88.2,84.68,86.93,87.63,92.14,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-08,0.235,12.22,12.425,12.095,12.36,11940.0,12.70071429,13.28933333,37.5,-0.1920781841,2.359040617,-0.2226856657,1.062959935,0.01057350233,-0.04828386462,0.01293881999,0.4067017638,0.3595323719,0,0,2.065,0.1283292978,0.13,0.33,0.3853571429,1412.84,0.00221785356,1412.057333,40.10017217,84.6,-0.0003545470698,12.0,106.46,138.79,88.53,91.59,92.11,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-09,-0.15,12.38,12.62,12.265,12.595,13250.0,12.65142857,13.2725,51.54867257,-0.1897319897,2.23402846,-0.0389393166,1.901294498,0.01883445778,0.01057350233,-0.04828386462,0.4526224222,0.370064458,1,1,1.965,0.2544529262,0.235,0.355,0.3575,1412.11,-0.0005168233181,1412.258,38.11488416,84.74,0.001653478586,11.91,106.03,76.87,128.24,90.35,92.92,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-10,0.015,12.59,12.59,12.27,12.445,14640.0,12.58142857,13.23766667,44.04494382,-0.1976974273,2.031757082,0.1088529509,-1.190948789,-0.01198097399,0.01883445778,0.01057350233,0.4379618757,0.3669148628,0,0,1.965,0.1781170483,0.15,0.32,0.3521428571,1414.85,0.001938478689,1412.721333,43.76124285,85.08,0.004004245134,11.47,153.24,188.52,113.87,101.29,95.33,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-11,0.42,12.43,12.625,12.38,12.46,11570.0,12.51357143,13.199,45.74712644,-0.2004886114,1.771427911,-0.3159283916,0.1205303335,0.00120457754,-0.01198097399,0.01883445778,0.4175184405,0.3676904165,1,0,1.94,0.1881443299,0.015,0.245,0.3392857143,1423.82,0.006319882097,1414.116667,48.70991797,85.31,0.002699690589,10.87,101.63,109.53,95.93,103.6,95.6,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-12,-0.255,12.4,12.96,12.38,12.88,17910.0,12.54357143,13.16966667,57.99180328,-0.1668863925,1.42934803,0.4767063834,3.370786517,0.03315220732,0.00120457754,-0.01198097399,0.2719928605,0.3928228181,1,0,1.935,0.4056847545,0.42,0.58,0.3628571429,1430.73,0.004841403021,1415.583667,55.00417014,85.03,-0.003287545523,10.15,160.66,192.2,126.31,113.95,96.75,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-16,0.265,12.905,13.035,12.61,12.625,17020.0,12.51357143,13.12,49.80392157,-0.1589999089,0.8689854944,0.3062766714,-1.979813665,-0.01999674551,0.03315220732,0.00120457754,0.346765127,0.3960885767,1,0,1.885,0.2811671088,0.255,0.425,0.3771428571,1431.9,0.000817430171,1416.664333,60.01767826,85.05,0.0002351834442,10.74,81.84,85.13,71.01,110.83,98.14,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-17,-0.205,12.62,12.995,12.43,12.89,18850.0,12.60785714,13.07666667,53.02752294,-0.129869474,0.8460054747,0.642527859,2.099009901,0.02077284179,-0.01999674551,0.03315220732,0.3521352864,0.3166904217,1,0,1.19,0.6680672269,0.265,0.565,0.3985714286,1430.62,-0.0008943169552,1417.664,66.11489776,84.98,-0.0008233841552,10.59,128.29,177.09,93.0,107.27,99.63,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-18,0.235,12.9,13.045,12.655,12.685,14050.0,12.65428571,13.02466667,45.6043956,-0.1219197661,0.8345001656,0.06353978141,-1.59038014,-0.0160316239,0.02077284179,-0.01999674551,0.3651086773,0.2945151129,0,0,1.19,0.4957983193,0.205,0.39,0.4078571429,1426.37,-0.002975161366,1418.652667,57.9273397,84.91,-0.0008240626754,10.85,127.82,119.3,122.12,111.01,99.34,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-19,0.08,12.73,12.94,12.7,12.92,10420.0,12.70071429,12.98783333,49.66101695,-0.09555552463,0.8614033837,-0.4403134705,1.85258179,0.0183563053,-0.0160316239,0.02077284179,0.3774630154,0.2971288947,1,0,1.19,0.6932773109,0.235,0.24,0.4167857143,1430.5,0.002891278131,1419.365333,53.39391691,84.86,-0.0005890322371,10.4,66.13,29.97,94.98,97.51,98.49,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-22,0.26,12.925,13.215,12.83,13.0,20190.0,12.78,12.96133333,51.07438017,-0.06742906169,0.9028749403,1.102761573,0.6191950464,0.006172859107,0.0183563053,-0.0160316239,0.3018507322,0.2968366753,1,0,1.19,0.7605042017,0.08,0.385,0.4332142857,1422.95,-0.005291852052,1419.638333,48.50067385,85.02,0.001883683156,10.77,116.96,75.22,163.14,94.22,98.02,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-23,0.013,12.98,13.345,12.95,13.26,16240.0,12.89428571,12.9355,54.94672755,-0.023883496,1.002743605,0.4118285003,2.0,0.0198026273,0.006172859107,0.0183563053,0.2477255034,0.299049414,1,0,1.25,0.932,0.26,0.395,0.4364285714,1427.99,0.003535679636,1420.141333,58.35777126,84.67,-0.004125175276,10.34,113.76,120.09,100.16,98.78,99.82,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-24,0.217,13.32,13.345,13.095,13.273,15900.0,12.95042857,12.91476667,59.94065282,0.01154261383,1.100111688,0.2865676129,0.09803921569,0.0009799118863,0.0198026273,0.006172859107,0.2319132983,0.2973892538,1,0,1.25,0.9424,0.013,0.25,0.4057142857,1440.13,0.008465526199,1421.236,67.1977781,84.94,0.003183777231,9.89,110.32,101.06,119.01,96.21,98.92,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-25,-0.115,13.3,13.6,13.245,13.49,19590.0,13.074,12.89693333,60.61588331,0.05647711453,1.268201727,0.8287574302,1.634897913,0.01621677358,0.0009799118863,0.0198026273,0.1313838407,0.3010136842,1,0,1.505,0.926910299,0.217,0.355,0.3992857143,1423.9,-0.01133380149,1421.704667,53.35343788,85.11,0.001999412604,11.22,110.7,99.32,115.06,93.77,98.42,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-26,-0.125,13.35,13.51,13.21,13.375,14650.0,13.14328571,12.87676667,72.06165703,0.08186480466,1.360770231,-0.09788226064,-0.852483321,-0.008561377438,0.01621677358,0.0009799118863,0.1823683154,0.2997319729,1,0,1.505,0.8504983389,0.115,0.3,0.3682142857,1422.18,-0.001208680156,1422.009333,58.20502698,85.28,0.001995422929,11.13,79.57,58.76,88.22,95.69,98.62,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-29,0.125,13.435,13.5,13.2,13.25,14510.0,13.224,12.8546,67.18146718,0.09085100285,1.407376222,-0.2041215888,-0.9345794393,-0.00938974035,-0.008561377438,0.01621677358,0.2166427888,0.3023174609,0,0,1.505,0.7674418605,0.125,0.3,0.3660714286,1420.62,-0.001097509608,1422.311333,55.22708949,85.1,-0.002112924838,11.45,60.23,49.45,64.81,88.91,95.04,-1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-30,0.195,13.23,13.44,13.11,13.375,12120.0,13.289,12.83543333,65.72580645,0.1068276424,1.48134748,-0.7670592175,0.9433962264,0.00938974035,-0.00938974035,-0.008561377438,0.1772447443,0.303632825,1,0,1.505,0.8504983389,0.125,0.33,0.3642857143,1428.82,0.005755532762,1422.831667,60.20271095,85.03,-0.0008229001816,10.96,109.75,79.58,132.75,88.33,97.44,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-01-31,0.155,13.385,13.7,13.27,13.57,22980.0,13.37042857,12.8551,72.27722772,0.1336830992,1.605710022,1.428994336,1.457943925,0.01447418106,0.00938974035,-0.00938974035,0.198300127,0.3069046375,1,0,1.605,0.9190031153,0.195,0.43,0.3717857143,1438.24,0.00657121504,1423.256667,63.20424523,84.61,-0.004951672461,10.42,96.6,80.77,114.02,86.37,97.65,1,203.437,4.6,5.25,99.7546,7118.5,1371.7,96.9,5.06,1409,380.28,16611.69,-739.273,-58014
silver,2007-02-01,-0.35,13.595,13.835,13.57,13.725,16400.0,13.43685714,12.8951,73.73358349,0.1655649174,1.744519611,0.04285062155,1.142225497,0.01135751355,0.01447418106,0.00938974035,0.1824660384,0.2958024731,1,1,1.74,0.9367816092,0.155,0.265,0.3732142857,1445.94,0.005339485257,1423.885,62.66895762,84.63,0.0002363507456,10.31,77.85,74.93,80.36,81.68,96.42,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-02,0.185,13.72,13.755,13.255,13.375,23010.0,13.45142857,12.91726667,59.53757225,0.1607365423,1.777917066,1.553687558,-2.550091075,-0.02583169461,0.01135751355,0.01447418106,0.2728968181,0.3118411008,0,0,1.74,0.7356321839,0.35,0.5,0.3675,1448.39,0.001692965616,1424.748667,60.65910188,84.96,0.003891743812,10.08,139.13,76.73,172.31,90.19,98.5,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-05,0.115,13.44,13.59,13.33,13.56,12130.0,13.46142857,12.94776667,68.51485149,0.1698797067,1.695763278,-1.019418502,1.38317757,0.01373698973,-0.02583169461,0.01135751355,0.2721534328,0.250770726,1,0,1.74,0.841954023,0.185,0.26,0.3557142857,1446.99,-0.00096705794,1425.463333,59.08270134,85.08,0.001411432838,10.55,77.99,74.04,74.11,94.7,97.29,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-06,0.035,13.525,13.89,13.46,13.675,14850.0,13.50428571,12.98726667,66.52631579,0.1842809926,1.648730242,-0.3270251841,0.8480825959,0.008445065796,0.01373698973,-0.02583169461,0.2711924914,0.2502748195,1,0,1.625,0.8676923077,0.115,0.43,0.3460714286,1448.0,0.0006977571881,1426.279,60.49516908,84.78,-0.003532324408,10.65,88.7,54.42,113.47,91.69,98.0,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-07,0.06,13.675,13.81,13.615,13.71,20910.0,13.57,13.0231,73.24263039,0.1962560059,1.650565849,1.234048116,0.2559414991,0.002556145266,0.008445065796,0.01373698973,0.256184931,0.2450027361,1,0,1.62,0.8888888889,0.035,0.195,0.3321428571,1450.02,0.001394055477,1427.336333,64.67667866,84.75,-0.0003539196639,10.32,126.07,113.12,141.53,95.9,98.65,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-08,0.145,13.665,13.89,13.51,13.77,17790.0,13.62642857,13.05793333,70.93596059,0.208187928,1.579562311,0.3389361148,0.4376367615,0.004366819166,0.002556145266,0.008445065796,0.2447405017,0.2374004382,1,0,1.51,0.9205298013,0.06,0.38,0.3410714286,1448.31,-0.001179989993,1428.588,61.39475368,84.7,-0.0005901446026,10.44,76.15,75.92,67.84,95.66,97.66,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-09,-0.2,13.845,13.97,13.775,13.915,15890.0,13.67571429,13.09093333,71.83770883,0.2267307395,1.506285092,-0.2546650771,1.053013798,0.01047508224,0.004366819166,0.002556145266,0.07189130728,0.2376848163,1,0,1.59,0.965408805,0.145,0.195,0.3278571429,1438.06,-0.007102376402,1429.293333,59.34446506,84.87,0.002005072324,11.1,95.58,77.42,104.32,89.43,95.73,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-12,0.2,13.98,13.985,13.515,13.715,19360.0,13.67428571,13.11676667,61.17936118,0.2227203412,1.487719781,0.7196355317,-1.43729788,-0.01447727059,0.01047508224,0.004366819166,0.1568294453,0.2239850536,0,0,1.555,0.8263665595,0.2,0.47,0.3332142857,1433.37,-0.003266667946,1429.511,53.34161491,85.15,0.003293733127,11.61,101.93,94.35,115.02,92.17,92.19,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-13,0.05,13.67,14.0,13.66,13.915,20620.0,13.75142857,13.14943333,64.44644464,0.2329945837,1.397236008,0.9996177412,1.458257382,0.01447727059,-0.01447727059,0.01047508224,0.1764097601,0.2097269311,1,0,1.57,0.9458598726,0.2,0.34,0.3396428571,1444.26,0.007568764565,1430.162,52.60567823,84.73,-0.004944676898,10.34,95.68,52.63,131.69,93.17,93.21,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-14,-0.003,13.915,14.13,13.865,13.965,17070.0,13.80928571,13.18376667,61.55717762,0.242377599,1.383056128,0.03806612191,0.35932447,0.003586804419,0.01447727059,-0.01447727059,0.176221501,0.2011331732,1,0,1.475,0.8881355932,0.05,0.265,0.3332142857,1455.3,0.007614985273,1431.395333,71.19902782,84.2,-0.006274808962,10.23,122.08,105.25,126.2,92.59,93.59,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-15,0.028,14.06,14.085,13.83,13.962,20650.0,13.85028571,13.22683333,65.10550695,0.2467275101,1.231207537,0.9413263948,-0.02148227712,-0.0002148458489,0.003586804419,0.01447727059,0.1780977748,0.1876168126,1,0,1.43,0.8825174825,0.003,0.255,0.33,1456.81,0.001037048831,1432.735667,73.44617468,84.01,-0.002259081872,10.22,111.82,128.19,102.28,97.69,94.59,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-16,0.025,14.01,14.05,13.84,13.99,20650.0,13.89028571,13.26533333,70.04333694,0.2495574688,1.146510679,0.8746209181,0.2005443346,0.002003435129,-0.0002148458489,0.003586804419,0.1646533221,0.1807962614,1,0,1.3,0.8923076923,0.028,0.21,0.3235714286,1455.54,-0.0008721479771,1433.975667,73.73572594,84.09,0.0009518144681,10.02,96.89,108.67,85.61,97.88,93.54,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-19,-0.185,14.0,14.075,13.97,14.015,13070.0,13.92528571,13.32483333,68.32760596,0.2509250152,1.060233043,-1.28111476,0.1786990708,0.001785395939,0.002003435129,-0.0002148458489,0.09258491132,0.1807606921,1,0,1.18,0.9025423729,0.025,0.105,0.3075,,,,,84.09,0.0009518144681,,78.77,66.13,82.74,89.27,91.72,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-20,0.443,14.0,14.075,13.68,13.83,23550.0,13.91314286,13.37383333,57.48847926,0.2343790755,1.007538637,1.581331697,-1.32001427,-0.01328803894,0.001785395939,0.002003435129,0.1091700125,0.1799683519,0,0,1.035,0.7101449275,0.185,0.395,0.305,1459.68,0.002840267824,1435.641333,72.20143885,84.19,0.001188495505,10.24,128.34,124.49,121.14,93.93,93.35,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-21,-0.023,13.85,14.37,13.72,14.273,34450.0,13.99285714,13.42976667,63.53754941,0.2540837772,1.068583617,3.039098121,3.20318149,0.03152949497,-0.01328803894,0.001785395939,0.2611761682,0.2079342267,1,0,1.26,0.923015873,0.443,0.65,0.3325,1457.63,-0.001405404525,1437.134333,65.60437792,84.21,0.0002375296923,10.2,101.5,122.65,76.73,90.99,92.84,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-22,0.345,14.225,14.365,14.16,14.25,29960.0,14.04071429,13.48993333,75.78078963,0.2647916344,1.14281711,1.863449779,-0.1611434176,-0.001612733933,0.03152949497,-0.01328803894,0.2629026558,0.2031995006,1,0,1.26,0.9047619048,0.023,0.205,0.3114285714,1456.38,-0.0008579243562,1438.61,59.375,84.32,0.001305405751,10.18,84.52,59.8,108.82,87.09,91.86,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-23,0.095,14.22,14.66,14.19,14.595,38450.0,14.13071429,13.5611,77.86752827,0.2976847802,1.305425682,2.549804026,2.421052632,0.02392209759,-0.001612733933,0.03152949497,0.2959505265,0.2117708163,1,0,1.55,0.9580645161,0.345,0.47,0.3264285714,1451.19,-0.003569995228,1439.821333,52.39643958,84.07,-0.002969299646,10.58,126.84,94.1,142.26,91.37,92.41,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-26,0.0,14.585,14.745,14.495,14.69,29820.0,14.23471429,13.62143333,77.62656505,0.3276416918,1.405834983,1.195079817,0.6509078452,0.00648798588,0.02392209759,-0.001612733933,0.2911049761,0.2055002495,1,0,1.635,0.9663608563,0.095,0.25,0.3135714286,1449.37,-0.001254930247,1440.673,52.02243372,83.93,-0.001666667052,11.15,103.16,99.03,108.02,102.88,92.57,1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-27,-0.455,14.86,14.86,14.175,14.69,43320.0,14.33471429,13.69026667,77.19200888,0.3473783982,1.486895176,2.440168041,0.0,0.0,0.00648798588,0.02392209759,0.2358853912,0.2056388957,1,0,1.605,0.8940809969,0.0,0.685,0.3485714286,1399.04,-0.03534269213,1439.616667,27.36686391,83.48,-0.005376035886,18.31,89.62,121.25,74.52,97.35,93.43,0,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-02-28,-0.585,14.35,14.56,14.12,14.235,25150.0,14.36614286,13.7351,60.58261265,0.3225866051,1.45890276,0.2716526041,-3.097345133,-0.03146326946,0.0,0.00648798588,0.3180331492,0.2386477187,0,0,1.605,0.6105919003,0.455,0.44,0.3621428571,1406.82,0.005545551053,1438.780667,31.03932584,83.57,0.001077521804,15.42,125.11,166.31,94.13,100.72,95.59,-1,204.226,4.5,5.26,100.7166,7134.6,1363.0,91.3,5.05,1480,380.28,16611.69,-739.273,-58479
silver,2007-03-01,-0.69,14.24,14.465,13.51,13.65,33810.0,14.34042857,13.76726667,44.97535078,0.2528199684,1.471977689,1.166798577,-4.109589041,-0.0419641991,-0.03146326946,0.0,0.4343928597,0.2830127159,0,0,1.605,0.246105919,0.585,0.955,0.4160714286,1403.17,-0.002597875475,1437.865667,30.51959261,83.68,0.001315396303,15.82,99.48,107.22,89.43,102.86,95.25,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-02,-0.21,13.735,13.85,12.8,12.96,42690.0,14.15285714,13.7686,37.92772626,0.1402356237,1.65337594,1.868692453,-5.054945055,-0.05187183071,-0.0419641991,-0.03146326946,0.4094027942,0.326027732,0,0,2.06,0.07766990291,0.69,1.05,0.4575,1387.17,-0.01146826219,1436.559,29.0765562,83.74,0.0007167602744,18.61,127.29,118.05,118.16,102.92,96.27,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-05,0.235,13.035,13.055,12.49,12.75,37450.0,13.93857143,13.76026667,31.43130379,0.03367825255,1.953323052,1.202129936,-1.62037037,-0.01633641932,-0.05187183071,-0.0419641991,0.3269109477,0.3247674991,0,0,2.37,0.1097046414,0.21,0.565,0.4735714286,1374.12,-0.009452174282,1434.679667,27.20627837,84.15,0.004884160046,19.63,124.79,113.09,113.2,96.89,93.39,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-06,0.12,12.765,13.065,12.67,12.985,21880.0,13.70857143,13.7511,35.24984949,-0.03144422631,2.118979248,-0.4813608001,1.843137255,0.01826357351,-0.01633641932,-0.05187183071,0.4345903941,0.3311951184,0,0,2.37,0.2088607595,0.235,0.395,0.4828571429,1395.41,0.01537475267,1433.761667,32.59955831,84.07,-0.0009511354896,15.96,100.38,103.3,96.93,98.43,94.89,1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-07,0.015,13.02,13.145,12.89,13.105,19710.0,13.48214286,13.7455,37.53998255,-0.07253512313,2.229263367,-0.7066317479,0.9241432422,0.009198991661,0.01826357351,-0.01633641932,0.4872565058,0.3333958468,1,0,2.37,0.2594936709,0.12,0.255,0.4828571429,1391.97,-0.002468268945,1432.561,26.1504858,83.78,-0.003455469628,15.24,135.92,163.86,99.88,99.97,96.82,1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-08,-0.15,13.06,13.235,13.015,13.12,17010.0,13.25785714,13.73316667,37.30297723,-0.1027056534,2.325817208,-0.9892370324,0.1144601297,0.001143946741,0.009198991661,0.01826357351,0.4393106259,0.3327422799,1,0,2.37,0.2658227848,0.015,0.22,0.4835714286,1401.89,0.007101316235,1431.286333,30.54965293,84.1,0.00381225146,14.29,63.33,82.35,50.37,94.81,95.98,1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-09,0.115,13.07,13.2,12.795,12.97,18730.0,13.07714286,13.71966667,35.28583498,-0.1371389104,2.447316339,-0.8328820324,-1.143292683,-0.01149878519,0.001143946741,0.009198991661,0.2270762003,0.3305848017,0,0,2.37,0.2025316456,0.15,0.405,0.505,1402.84,0.0006774270866,1430.584333,31.29348289,84.24,0.001663300847,14.09,91.28,99.81,78.35,89.66,94.82,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-12,-0.125,13.005,13.16,12.92,13.085,13900.0,12.99642857,13.71416667,39.299052,-0.1533799077,2.525726451,-1.288091819,0.8866615266,0.008827537654,-0.01149878519,0.001143946741,0.1766120285,0.3306866381,1,0,2.37,0.2510548523,0.115,0.24,0.4939285714,1406.6,0.002676691615,1430.065,31.10763098,83.86,-0.004521126083,13.99,58.97,34.58,80.76,81.68,92.67,1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-13,-0.13,13.13,13.13,12.82,12.96,18360.0,12.99642857,13.70033333,29.24438824,-0.1743279266,2.616551044,-0.7982429882,-0.9552923194,-0.009598845058,0.008827537654,-0.01149878519,0.1562394728,0.3254379509,0,0,2.37,0.1983122363,0.125,0.31,0.4696428571,1377.95,-0.02057855743,1428.642667,26.15513526,83.73,-0.001551405526,18.13,79.58,99.17,66.17,78.71,92.55,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-14,0.245,12.85,12.945,12.675,12.83,21040.0,13.00785714,13.67566667,28.28746177,-0.1991239194,2.716246908,-0.5473096372,-1.00308642,-0.0100815123,-0.009598845058,0.008827537654,0.1409344002,0.3250760356,0,0,2.37,0.1434599156,0.13,0.27,0.4753571429,1387.17,0.00666881305,1427.254333,30.23136247,83.61,-0.001434206054,17.27,104.48,85.78,122.65,74.22,92.64,-1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
silver,2007-03-15,0.14,12.93,13.19,12.915,13.075,17640.0,13.02071429,13.654,26.02523659,-0.1967376013,2.745397803,-0.8821961145,1.909586906,0.01891583132,-0.0100815123,-0.009598845058,0.2187242735,0.335153146,1,0,2.37,0.246835443,0.245,0.275,0.4675,1392.28,0.003676990597,1425.722333,33.16568555,83.68,0.0008368701546,16.43,104.12,49.17,141.26,80.05,92.92,1,205.288,4.4,5.26,100.8952,7168.5,1366.5,88.4,4.92,1495,380.28,16611.69,-739.273,-62183
